att,v
9.50,5.24619007
9.50,5.24619007
9.50,5.24713755
9.50,5.24650574
10.00,5.88552618
10.00,5.88647318
10.00,5.88963032
10.00,5.88678885
10.00,5.88805199
10.00,5.88742065
10.50,6.60694981
10.50,6.60694981
10.50,6.60600233
10.50,6.60758114
10.50,6.60537100
10.50,6.60505533
11.00,7.41582775
11.00,7.41582775
11.00,7.41614342
11.00,7.41740656
11.00,7.41551208
11.00,7.41488075
11.50,7.75459719
11.50,7.75522852
11.50,7.75396538
11.50,7.75459719
11.50,7.75396538
11.50,7.75396538
12.00,7.75238705
12.00,7.75238705
12.00,7.75270271
12.00,7.75175571
12.00,7.75175571
12.00,7.75270271
12.50,7.75144005
12.50,7.75017691
12.50,7.75080824
12.50,7.75112391
12.50,7.75080824
12.50,7.75207138
13.00,7.74954557
13.00,7.74954557
13.00,7.74828243
13.00,7.74986124
13.00,7.74922991
13.00,7.74891424
9.00,4.69430923
9.00,4.69462490
9.00,4.69336176
9.00,4.69399357
9.00,4.69557190
9.00,4.69525623
9.50,5.26923800
9.50,5.27018499
9.50,5.26986933
9.50,5.26986933
9.50,5.27081633
9.50,5.27018499
10.00,5.91488838
10.00,5.91457272
10.00,5.91488838
10.00,5.91299391
10.00,5.91583538
10.00,5.91520405
10.50,6.63725901
10.50,6.63820601
10.50,6.63725901
10.50,6.63852167
10.50,6.63978481
10.50,6.63915300
11.00,7.45529318
11.00,7.45339870
11.00,7.45497751
11.00,7.45371437
11.00,7.45750332
11.00,7.45466185
11.50,7.74922991
11.50,7.74765110
11.50,7.74828243
11.50,7.74701977
11.50,7.74701977
11.50,7.74733543
12.00,7.74765110
12.00,7.74701977
12.00,7.74796677
12.00,7.74828243
12.00,7.74796677
12.00,7.74765110
12.50,7.74701977
12.50,7.74670410
12.50,7.74575663
12.50,7.74765110
12.50,7.74638844
12.50,7.74575663
13.00,7.74670410
13.00,7.74670410
13.00,7.74670410
13.00,7.74607277
13.00,7.74575663
13.00,7.74575663

