att,v
10.00,5.08359385
10.00,5.08454084
10.00,5.08517218
10.00,5.08580351
10.00,5.08485651
10.50,5.70556498
10.50,5.70493364
10.50,5.70524931
10.50,5.70682764
10.50,5.70651197
10.50,5.70556498
11.00,6.40551949
11.00,6.40741348
11.00,6.40804529
11.00,6.40583515
11.00,6.40267801
11.00,6.40488768
11.50,7.18724537
11.50,7.19040298
11.50,7.18629837
11.50,7.18913984
11.50,7.18819284
11.50,7.18629837
12.00,8.06210995
12.00,8.06431961
12.00,8.06431961
12.00,8.06463528
12.00,8.06589794
12.00,8.06116295
12.50,9.04842377
12.50,9.05158043
12.50,9.05063343
12.50,9.04937077
12.50,9.04810810
12.50,9.04684448
13.00,10.07136059
13.00,10.07262421
13.00,10.06978226
13.00,10.07041359
13.00,10.07009792
13.00,10.07072926
