att,v
3.00,1.00478840
3.50,1.12713051
3.50,1.12736726
3.50,1.12736726
3.50,1.12736726
3.50,1.12744617
3.50,1.12736726
3.50,1.12728834
3.50,1.12728834
4.00,1.26281178
4.00,1.26241708
4.00,1.26265395
4.00,1.26249599
4.00,1.26257491
4.00,1.26281178
4.00,1.26273286
4.00,1.26257491
4.50,1.41696274
4.50,1.41719949
4.50,1.41704166
4.50,1.41688383
4.50,1.41680491
4.50,1.41672599
4.50,1.41672599
4.50,1.41704166
5.00,1.59060955
5.00,1.59037280
5.00,1.59092522
5.00,1.59053063
5.00,1.59084630
5.00,1.59053063
5.00,1.59005702
5.00,1.59068847
5.50,1.78477824
5.50,1.78493607
5.50,1.78501499
5.50,1.78469932
5.50,1.78509390
5.50,1.78517282
5.50,1.78509390
5.50,1.78517282
6.00,2.00365210
6.00,2.00380993
6.00,2.00404668
6.00,2.00333643
6.00,2.00349426
6.00,2.00373101
6.00,2.00341535
6.00,2.00357318
6.50,2.24825740
6.50,2.24888873
6.50,2.24849415
6.50,2.24896765
6.50,2.24873090
6.50,2.24904656
6.50,2.24857306
6.50,2.24857306
7.00,2.52348757
7.00,2.52325058
7.00,2.52364540
7.00,2.52317166
7.00,2.52340841
7.00,2.52301383
7.00,2.52340841
7.00,2.52364540
7.50,2.83163166
7.50,2.83155274
7.50,2.83186841
7.50,2.83171058
7.50,2.83186841
7.50,2.83194733
7.50,2.83131576
7.50,2.83178949
8.00,3.17718863
8.00,3.17734647
8.00,3.17703080
8.00,3.17703080
8.00,3.17726755
8.00,3.17742538
8.00,3.17766237
8.00,3.17718863
8.50,3.56560493
8.50,3.56568384
8.50,3.56513143
8.50,3.56528926
8.50,3.56584167
8.50,3.56505251
8.50,3.56544709
8.50,3.56584167
9.00,4.00137949
9.00,4.00035334
9.00,4.00106382
9.00,4.00106382
9.00,4.00074816
9.00,4.00074816
9.00,4.00114250
9.00,4.00074816
9.50,4.48995829
9.50,4.48908997
9.50,4.48980045
9.50,4.48948479
9.50,4.48980045
9.50,4.48987961
9.50,4.48940611
9.50,4.48987961
10.00,5.03773499
10.00,5.03757715
10.00,5.03820848
10.00,5.03781414
10.00,5.03718281
10.00,5.03891897
10.00,5.03781414
10.00,5.03718281
10.50,5.65291834
10.50,5.65220785
10.50,5.65307617
10.50,5.65189219
10.50,5.65260267
10.50,5.65315533
10.50,5.65205002
10.50,5.65323400
11.00,6.34442711
11.00,6.34569025
11.00,6.34766340
11.00,6.34608459
11.00,6.34521675
11.00,6.34671640
11.00,6.34584808
