att,v
3.00,0.34868959
3.50,0.39127952
3.50,0.39127162
3.50,0.39128739
3.50,0.39128739
3.50,0.39129528
3.50,0.39129528
3.50,0.39129528
3.50,0.39131108
4.00,0.43821681
4.00,0.43823260
4.00,0.43828782
4.00,0.43821681
4.00,0.43822470
4.00,0.43828782
4.00,0.43832725
4.00,0.43832725
4.50,0.49179745
4.50,0.49181321
4.50,0.49182111
4.50,0.49176589
4.50,0.49182901
4.50,0.49183688
4.50,0.49179745
4.50,0.49188423
5.00,0.55202138
5.00,0.55207664
5.00,0.55202138
5.00,0.55202138
5.00,0.55206084
5.00,0.55205297
5.00,0.55205297
5.00,0.55206877
5.50,0.61953568
5.50,0.61953568
5.50,0.61957514
5.50,0.61954355
5.50,0.61951202
5.50,0.61951202
5.50,0.61950415
5.50,0.61951989
6.00,0.69518453
6.00,0.69525552
6.00,0.69521606
6.00,0.69527131
6.00,0.69529498
6.00,0.69522393
6.00,0.69515294
6.00,0.69528705
6.50,0.78034073
6.50,0.78030127
6.50,0.78038806
6.50,0.78029335
6.50,0.78026181
6.50,0.78038013
6.50,0.78023815
6.50,0.78034073
7.00,0.87573725
7.00,0.87581623
7.00,0.87581623
7.00,0.87573725
7.00,0.87565833
7.00,0.87565833
7.00,0.87573725
7.00,0.87573725
7.50,0.98276687
7.50,0.98292470
7.50,0.98276687
7.50,0.98276687
7.50,0.98284578
7.50,0.98276687
7.50,0.98284578
7.50,0.98268789
8.00,1.10250425
8.00,1.10258317
8.00,1.10250425
8.00,1.10258317
8.00,1.10242522
8.00,1.10266209
8.00,1.10250425
8.00,1.10250425
8.50,1.23723829
8.50,1.23723829
8.50,1.23723829
8.50,1.23715937
8.50,1.23747516
8.50,1.23715937
8.50,1.23739612
8.50,1.23731720
9.00,1.38823211
9.00,1.38823211
9.00,1.38823211
9.00,1.38815320
9.00,1.38815320
9.00,1.38815320
9.00,1.38838995
9.00,1.38823211
9.50,1.55769563
9.50,1.55777454
9.50,1.55769563
9.50,1.55769563
9.50,1.55769563
