att,v
1.5000,0.23927635
1.5000,0.23953678
1.5000,0.23974986
1.5000,0.23980512
2.0000,0.26771909
2.0000,0.26791638
2.0000,0.26815316
2.0000,0.26800320
2.0000,0.26801899
2.0000,0.26775065
2.0000,0.26765597
2.0000,0.26777434
2.5000,0.29979214
2.5000,0.29983950
2.5000,0.29949224
2.5000,0.29931074
2.5000,0.29975268
2.5000,0.29962641
2.5000,0.29978424
2.5000,0.29957119
3.0000,0.33523509
3.0000,0.33544818
3.0000,0.33558235
3.0000,0.33524299
3.0000,0.33540872
3.0000,0.33527455
3.0000,0.33568493
3.0000,0.33562970
3.5000,0.37512124
3.5000,0.37529483
3.5000,0.37546846
3.5000,0.37574470
3.5000,0.37546057
3.5000,0.37543690
3.5000,0.37531853
3.5000,0.37525538
4.0000,0.41986093
4.0000,0.41983727
4.0000,0.41961628
4.0000,0.41963995
4.0000,0.41947421
4.0000,0.41926903
4.0000,0.41962418
4.0000,0.41958472
4.5000,0.47006190
4.5000,0.47018027
4.5000,0.47020397
4.5000,0.47040126
4.5000,0.46981725
4.5000,0.46979356
4.5000,0.46975410
4.5000,0.47007769
5.0000,0.52679741
5.0000,0.52649754
5.0000,0.52640283
5.0000,0.52674216
5.0000,0.52668697
5.0000,0.52680534
5.0000,0.52665538
5.0000,0.52652913
5.5000,0.59039903
5.5000,0.59037530
5.5000,0.59039110
5.5000,0.59020960
5.5000,0.59020168
5.5000,0.59026486
5.5000,0.59039110
5.5000,0.59020960
6.0000,0.66149008
6.0000,0.66131645
6.0000,0.66151375
6.0000,0.66168737
6.0000,0.66175050
6.0000,0.66174263
6.0000,0.66130859
6.0000,0.66119015
6.5000,0.74156225
6.5000,0.74145967
6.5000,0.74143595
6.5000,0.74106503
6.5000,0.74127024
6.5000,0.74121499
6.5000,0.74152279
6.5000,0.74136496
7.0000,0.83167720
7.0000,0.83167720
7.0000,0.83191407
7.0000,0.83199304
7.0000,0.83183509
7.0000,0.83167720
7.0000,0.83159828
7.0000,0.83167720
7.5000,0.93249840
7.5000,0.93226153
7.5000,0.93234050
7.5000,0.93257731
7.5000,0.93226153
7.5000,0.93226153
7.5000,0.93226153
7.5000,0.93202466
8.0000,1.04516232
8.0000,1.04532015
8.0000,1.04524124
8.0000,1.04500437
8.0000,1.04500437
8.0000,1.04500437
8.0000,1.04547811
8.0000,1.04539919
8.5000,1.17156374
8.5000,1.17172170
8.5000,1.17148483
8.5000,1.17180061
8.5000,1.17203748
8.5000,1.17203748
8.5000,1.17180061
8.5000,1.17172170
9.0000,1.31399238
9.0000,1.31407142
9.0000,1.31391346
9.0000,1.31383455
9.0000,1.31383455
9.0000,1.31383455
9.0000,1.31407142
9.0000,1.31399238
9.5000,1.47355354
9.5000,1.47379041
9.5000,1.47363257
9.5000,1.47371149
9.5000,1.47371149
9.5000,1.47355354
9.5000,1.47331679
9.5000,1.47347462
10.0000,1.65277374
10.0000,1.65293157
10.0000,1.65253687
10.0000,1.65237892
10.0000,1.65269470
10.0000,1.65277374
10.0000,1.65285265
10.0000,1.65261579
10.5000,1.85362649
10.5000,1.85370541
10.5000,1.85346866
10.5000,1.85354757
10.5000,1.85338962
10.5000,1.85315275
10.5000,1.85331070
10.5000,1.85323179
11.0000,2.08053327
11.0000,2.08029652
11.0000,2.07990170
11.0000,2.07990170
11.0000,2.08005977
11.0000,2.07958603
11.0000,2.07974386
11.0000,2.07966495
11.5000,2.33325744
11.5000,2.33302045
11.5000,2.33278370
11.5000,2.33262587
11.5000,2.33254671
11.5000,2.33278370
11.5000,2.33333635
11.5000,2.33270478
12.0000,2.61653566
12.0000,2.61661458
12.0000,2.61629891
12.0000,2.61669350
12.0000,2.61677241
12.0000,2.61685157
12.0000,2.61693048
12.0000,2.61645675
12.5000,2.93581581
12.5000,2.93589473
12.5000,2.93589473
12.5000,2.93550014
12.5000,2.93502641
12.5000,2.93534207
12.5000,2.93494749
12.5000,2.93510532
13.0000,3.29299283
13.0000,3.29267693
13.0000,3.29283500
13.0000,3.29251909
13.0000,3.29283500
13.0000,3.29330873
13.0000,3.29299283
13.0000,3.29283500
