att,v
-3.5000,0.00781998
-3.5000,0.00748851
-3.5000,0.00767003
-3.5000,0.00752797
-3.5000,0.00761479
-3.5000,0.00780419
-3.0000,0.00751219
-3.0000,0.00733068
-3.0000,0.00761479
-3.0000,0.00779630
-3.0000,0.00796203
-3.0000,0.00783576
-3.0000,0.00750430
-3.0000,0.00761479
-2.5000,0.00793047
-2.5000,0.00809620
-2.5000,0.00782787
-2.5000,0.00785155
-2.5000,0.00769371
-2.5000,0.00770949
-2.5000,0.00777263
-2.5000,0.00811198
-2.0000,0.00781209
-2.0000,0.00784365
-2.0000,0.00766214
-2.0000,0.00774106
-2.0000,0.00772527
-2.0000,0.00797782
-2.0000,0.00783576
-2.0000,0.00789101
-1.5000,0.00776473
-1.5000,0.00774895
-1.5000,0.00809620
-1.5000,0.00813566
-1.5000,0.00821458
-1.5000,0.00774106
-1.5000,0.00765425
-1.5000,0.00775684
-1.0000,0.00810409
-1.0000,0.00801728
-1.0000,0.00790679
-1.0000,0.00791468
-1.0000,0.00832507
-1.0000,0.00810409
-1.0000,0.00823825
-1.0000,0.00803306
-0.5000,0.00805674
-0.5000,0.00811987
-0.5000,0.00808041
-0.5000,0.00805674
-0.5000,0.00823036
-0.5000,0.00812777
-0.5000,0.00786733
-0.5000,0.00785155
0.0000,0.00843555
0.0000,0.00819090
0.0000,0.00798571
0.0000,0.00816723
0.0000,0.00809620
0.0000,0.00814355
0.0000,0.00812777
0.0000,0.00821458
0.5000,0.00808831
0.5000,0.00818301
0.5000,0.00823036
0.5000,0.00853815
0.5000,0.00864864
0.5000,0.00861707
0.5000,0.00817512
0.5000,0.00815933
1.0000,0.00855393
1.0000,0.00883015
1.0000,0.00838820
1.0000,0.00821458
1.0000,0.00822247
1.0000,0.00815144
1.0000,0.00828561
1.0000,0.00856183
1.5000,0.00860129
1.5000,0.00867231
1.5000,0.00836453
1.5000,0.00860129
1.5000,0.00868021
1.5000,0.00879859
1.5000,0.00874334
1.5000,0.00863285
2.0000,0.00898799
2.0000,0.00894064
2.0000,0.00903535
2.0000,0.00876702
2.0000,0.00844345
2.0000,0.00848291
2.0000,0.00862496
2.0000,0.00898010
2.5000,0.00894853
2.5000,0.00882226
2.5000,0.00887751
2.5000,0.00877491
2.5000,0.00889329
2.5000,0.00905902
2.5000,0.00909848
2.5000,0.00905902
3.0000,0.00915373
3.0000,0.00910637
3.0000,0.00918529
3.0000,0.00918529
3.0000,0.00920897
3.0000,0.00890118
3.0000,0.00893275
3.0000,0.00922475
3.5000,0.00950886
3.5000,0.00928789
3.5000,0.00915373
3.5000,0.00914583
3.5000,0.00908270
3.5000,0.00933524
3.5000,0.00949308
3.5000,0.00942994
4.0000,0.00969038
4.0000,0.00969038
4.0000,0.00966670
4.0000,0.00979298
4.0000,0.00973773
4.0000,0.00928789
4.0000,0.00932735
4.0000,0.00947730
4.5000,0.01021914
4.5000,0.00993503
4.5000,0.00977719
4.5000,0.00987979
4.5000,0.00982455
4.5000,0.00994292
4.5000,0.01004552
4.5000,0.01013233
5.0000,0.01014812
5.0000,0.01003763
5.0000,0.01013233
5.0000,0.01028228
5.0000,0.01046380
5.0000,0.01044012
5.0000,0.01009287
5.0000,0.01010076
5.5000,0.01089786
5.5000,0.01078737
5.5000,0.01058218
5.5000,0.01054272
