att,v
1.5000,0.98631871
1.5000,0.98663443
1.5000,0.98600298
1.5000,0.98568726
2.0000,1.10692430
2.0000,1.10684538
2.0000,1.10731900
2.0000,1.10731900
2.0000,1.10787141
2.0000,1.10739791
2.0000,1.10692430
2.0000,1.10716105
2.5000,1.24378955
2.5000,1.24378955
2.5000,1.24331594
2.5000,1.24323702
2.5000,1.24363172
2.5000,1.24410522
2.5000,1.24394739
2.5000,1.24378955
3.0000,1.39620411
3.0000,1.39636195
3.0000,1.39659870
3.0000,1.39683545
3.0000,1.39651978
3.0000,1.39644086
3.0000,1.39628303
3.0000,1.39596725
3.5000,1.56827223
3.5000,1.56787765
3.5000,1.56795657
3.5000,1.56803548
3.5000,1.56866693
3.5000,1.56858802
3.5000,1.56850898
3.5000,1.56795657
4.0000,1.75802088
4.0000,1.75809979
4.0000,1.75770509
4.0000,1.75762618
4.0000,1.75794184
4.0000,1.75786293
4.0000,1.75778401
4.0000,1.75778401
4.5000,1.97342181
4.5000,1.97350073
4.5000,1.97263253
4.5000,1.97326398
4.5000,1.97373748
4.5000,1.97405326
4.5000,1.97381639
4.5000,1.97326398
5.0000,2.21613264
5.0000,2.21605372
5.0000,2.21605372
5.0000,2.21581697
5.0000,2.21581697
5.0000,2.21565914
5.0000,2.21486974
5.0000,2.21581697
5.5000,2.48836350
5.5000,2.48812675
5.5000,2.48757410
5.5000,2.48646903
5.5000,2.48788977
5.5000,2.48710060
5.5000,2.48678493
5.5000,2.48749518
6.0000,2.79248214
6.0000,2.79319239
6.0000,2.79248214
6.0000,2.79271889
6.0000,2.79232430
6.0000,2.79279780
6.0000,2.79192972
6.0000,2.79350829
6.5000,3.13519764
6.5000,3.13511872
6.5000,3.13503981
6.5000,3.13456631
6.5000,3.13425064
6.5000,3.13519764
6.5000,3.13488197
6.5000,3.13480306
7.0000,3.51848364
7.0000,3.51872039
7.0000,3.51808882
7.0000,3.51848364
7.0000,3.51872039
7.0000,3.51864147
7.0000,3.51887822
7.0000,3.51903605
7.5000,3.94960117
7.5000,3.94999576
7.5000,3.95007467
7.5000,3.94896984
7.5000,3.94960117
7.5000,3.94881177
7.5000,3.95039058
7.5000,3.95039058
8.0000,4.43265486
8.0000,4.43233919
8.0000,4.43241835
8.0000,4.43320751
8.0000,4.43281269
8.0000,4.43289185
8.0000,4.43297052
8.0000,4.43226051
8.5000,4.97577477
8.5000,4.97498560
8.5000,4.97451210
8.5000,4.97545910
8.5000,4.97553778
8.5000,4.97569609
8.5000,4.97545910
8.5000,4.97514343
9.0000,5.58432770
9.0000,5.58464336
9.0000,5.58566952
9.0000,5.58322287
9.0000,5.58306503
9.0000,5.58322287
9.0000,5.58401203
9.0000,5.58543301
9.5000,6.26707554
9.5000,6.26810169
9.5000,6.26912785
9.5000,6.26620722
9.5000,6.26668072
9.5000,6.26794386
9.5000,6.26723337
9.5000,6.26825953
10.0000,7.03491020
10.0000,7.03348923
10.0000,7.03427839
10.0000,7.03475237
10.0000,7.03498888
10.0000,7.03546238
10.0000,7.03404188
10.0000,7.03270006
10.5000,7.89801359
10.5000,7.89430380
10.5000,7.89414597
10.5000,7.89343548
10.5000,7.89532995
10.5000,7.89517212
10.5000,7.89422464
10.5000,7.89461946
11.0000,8.87635517
11.0000,8.87769699
11.0000,8.87674999
11.0000,8.87722397
11.0000,8.87730217
11.0000,8.87801266
11.0000,8.87406635
11.0000,8.87398720
11.5000,9.96551514
11.5000,9.96417332
11.5000,9.96433163
11.5000,9.96370029
11.5000,9.96362114
11.5000,9.96614647
11.5000,9.96338463
11.5000,9.96464729
